time,ask qty,bid qty,bid price,ask price
102217,461,1454,488000.0,488500.0
102244,885,1522,488000.0,488500.0
102248,884,1553,488000.0,488500.0
102252,784,1553,488000.0,488500.0
102301,753,1797,488000.0,488500.0
102309,330,1797,488000.0,488500.0
102310,118,1585,488000.0,488500.0
102312,20,1584,488000.0,488500.0
102323,522,1326,488500.0,489000.0
102330,493,1149,488500.0,489000.0
102346,471,1306,488500.0,489000.0
102408,771,1323,488500.0,489000.0
102410,771,1358,488500.0,489000.0
102438,767,1419,488500.0,489000.0
102441,750,1510,488500.0,489000.0
102510,740,1644,488500.0,489000.0
102537,948,1456,489000.0,489500.0
102552,1239,1015,489500.0,490000.0
102559,1256,1017,489500.0,490000.0
102640,1199,1059,489500.0,490000.0
102707,1192,1059,489500.0,490000.0
102716,1122,1103,489500.0,490000.0
102719,1102,1103,489500.0,490000.0
102721,1080,1102,489500.0,490000.0
102734,1046,1097,489500.0,490000.0
102744,1035,1150,489500.0,490000.0
102752,1039,1127,489500.0,490000.0
102758,1039,1092,489500.0,490000.0
102805,1005,1082,489500.0,490000.0
102843,1042,2509,489500.0,490000.0
102844,2970,2587,489750.0,490250.0
102846,1928,78,490000.0,490500.0
102903,1825,284,490000.0,490500.0
102909,1825,333,490000.0,490500.0
102922,1835,423,490000.0,490500.0
102923,1835,423,490000.0,490500.0
102928,1926,354,490000.0,490500.0
102951,1799,273,490000.0,490500.0
103019,1798,270,490000.0,490500.0
103045,1924,312,490000.0,490500.0
103100,1921,576,490000.0,490500.0
103107,1918,548,490000.0,490500.0
103119,1918,550,490000.0,490500.0
103121,1918,450,490000.0,490500.0
103146,1892,636,490000.0,490500.0
103207,2578,1384,490000.0,490500.0
103215,2397,1219,490000.0,490500.0
103232,2573,2256,490000.0,490500.0
103317,2466,2281,490000.0,490500.0
103359,2559,2312,490000.0,490500.0
103409,2524,2359,490000.0,490500.0
103426,2516,191,490000.0,490500.0
103427,2516,170,490000.0,490500.0
103428,12,2351,489500.0,490000.0
103434,193,2271,489500.0,490000.0
103438,1016,2229,489500.0,490000.0
103444,1012,1913,489500.0,490000.0
103446,1017,1757,489500.0,490000.0
103453,1480,1628,489500.0,490000.0
103512,1485,1640,489500.0,490000.0
103523,1494,1633,489500.0,490000.0
103541,1658,683,489500.0,490000.0
103554,2134,731,489500.0,490000.0
103555,2134,731,489500.0,490000.0
103556,4268,946,489500.0,490000.0
103558,2134,473,489500.0,490000.0
103600,17,1851,489000.0,489500.0
103626,1267,1743,489000.0,489500.0
103639,1269,1723,489000.0,489500.0
103650,1260,1725,489000.0,489500.0
103704,1272,2046,489000.0,489500.0
103721,1236,2092,489000.0,489500.0
103753,1252,1936,489000.0,489500.0
103841,1250,1948,489000.0,489500.0
103850,1280,1963,489000.0,489500.0
103903,1270,2288,489000.0,489500.0
103927,1327,2319,489000.0,489500.0
103929,1329,2272,489000.0,489500.0
103931,1234,2272,489000.0,489500.0
103957,1655,2274,489000.0,489500.0
104034,1651,2299,489000.0,489500.0
104043,1660,2292,489000.0,489500.0
104056,1963,1979,489000.0,489500.0
104101,1976,1973,489000.0,489500.0
104119,1985,1957,489000.0,489500.0
104123,2176,1927,489000.0,489500.0
104132,2137,1846,489000.0,489500.0
104137,2137,1837,489000.0,489500.0
